user_id	Q1	Q2	Q3	Q4	Q5	Q6	Q7	Q8	Q9	Q10	Q11	Q12	Q13	Q14	Q15
99	5	4	4	5	4	5	3	5	4	5	4	4	4	1	5
100	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
101	2	2	3	3	2	5	3	5	2	3	3	3	1	3	3
102	4	4	3	3	4	4	4	4	4	3	4	4	4	4	4
103	5	0	4	4	0	5	2	5	5	3	2	2	5	5	5
104	4	3	2	5	4	2	1	3	4	2	2	3	4	2	3
105	5	2	3	3	3	5	2	5	5	3	1	1	5	3	5
106	1	3	2	1	3	2	3	3	1	1	3	3	1	3	1
107	5	3	3	3	3	4	2	3	3	3	3	3	5	3	3
108	3	2	5	2	3	4	0	1	2	0	4	5	2	4	3
109	4	4	2	2	4	4	4	5	4	2	4	4	4	4	4
110	3	2	3	3	2	3	2	3	3	3	2	2	3	3	3
111	5	0	5	5	0	5	0	5	2	5	2	2	3	4	5
112	3	3	2	1	3	3	3	1	3	1	3	3	3	1	3
113	3	4	1	1	2	2	3	3	3	2	3	3	3	2	2
114	5	3	2	2	3	3	1	4	4	2	2	2	5	2	3
115	5	3	3	3	3	3	1	3	4	3	3	1	5	3	3
116	3	2	3	3	2	3	2	3	3	3	2	2	3	3	3
117	4	3	2	2	2	0	2	2	4	2	2	2	4	2	4
118	3	2	3	3	2	3	2	3	3	3	2	2	3	3	3
119	4	4	1	1	4	4	4	5	4	4	4	4	4	1	4
120	4	3	4	4	3	1	1	5	4	4	1	1	4	3	4
121	4	3	4	4	3	1	1	5	4	4	1	1	4	3	4
122	4	4	4	4	4	4	4	5	4	4	4	4	4	4	4
123	5	0	5	5	0	5	0	5	5	5	0	0	5	5	5
124	4	3	4	4	3	1	1	5	4	4	1	1	4	3	4
125	3	3	3	3	3	3	3	4	3	3	3	3	3	4	4
126	4	2	3	3	2	2	1	2	4	3	1	1	4	3	3
127	1	2	4	3	3	2	3	2	3	1	4	1	3	2	4
128	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
129	5	2	3	3	3	4	1	5	3	3	3	2	4	2	4
130	0	2	2	2	2	2	3	3	4	4	5	4	1	4	3
131	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
132	1	2	3	1	2	3	3	2	3	3	1	3	1	2	3
133	4	3	3	5	0	3	2	3	5	2	0	0	5	5	3
134	1	3	4	5	3	4	2	5	1	5	2	2	2	2	4
135	3	3	4	3	2	5	5	3	3	3	5	3	3	0	3
136	3	3	4	3	2	5	5	3	3	3	5	3	3	0	3
137	5	0	3	3	4	4	2	5	5	2	2	2	5	3	4
138	4	3	4	4	3	1	0	5	4	3	0	0	4	3	4
139	1	4	3	2	3	2	1	3	2	3	2	4	1	1	2
140	5	5	1	1	4	3	3	2	4	1	3	3	4	1	3
141	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
142	3	3	3	3	3	3	3	4	3	3	3	3	3	4	4
143	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
144	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
145	5	5	4	4	2	2	0	5	4	4	1	1	4	4	3
146	4	3	3	2	3	2	2	3	3	2	2	2	2	4	2
147	2	2	3	3	2	5	3	5	2	5	2	2	3	3	5
148	4	3	3	3	3	3	3	4	3	3	3	3	3	4	4
149	4	1	3	3	2	1	1	0	3	2	1	1	3	3	1
150	4	3	4	3	3	3	4	4	4	3	2	1	4	3	3
151	3	5	3	2	3	5	1	5	1	1	4	2	3	0	5
152	4	4	2	3	3	4	1	4	4	2	1	1	4	2	4
153	5	3	3	3	3	5	3	3	5	3	3	3	5	3	3
154	3	3	5	5	3	5	3	5	3	5	3	3	3	2	5
155	5	3	3	3	3	5	3	3	5	3	3	3	5	3	3
156	3	3	5	5	3	5	3	5	3	5	3	3	3	2	5
157	5	3	3	3	3	5	3	3	5	3	3	3	5	3	3
158	4	3	3	3	4	5	5	3	3	3	5	3	3	0	3
159	5	3	3	3	3	5	3	3	5	3	3	3	5	3	3
160	5	3	3	3	3	5	3	3	5	3	3	3	5	3	3
161	4	3	3	3	4	5	5	3	3	3	5	3	3	0	3
162	3	3	5	5	3	5	3	5	3	5	3	3	3	2	5
163	3	3	5	5	3	5	3	5	3	5	3	3	3	2	5
164	4	3	1	3	3	3	1	4	4	4	1	1	5	3	3
165	5	3	3	3	3	3	3	5	5	4	3	3	5	3	3
166	3	3	5	5	3	5	3	5	3	5	3	3	3	2	5
167	5	3	2	1	3	5	1	5	5	3	0	1	5	2	4
168	3	3	5	5	3	5	3	5	3	5	3	3	3	2	5
169	3	3	5	5	3	5	3	5	3	5	3	3	3	2	5
170	4	4	4	4	3	5	0	5	4	4	0	0	4	4	5
171	5	3	1	3	4	3	1	5	5	1	1	1	5	1	4
172	5	2	3	4	2	5	1	5	5	2	2	3	5	3	5
173	3	3	5	5	3	5	3	5	3	5	3	3	3	2	5
174	5	3	3	3	4	4	2	4	4	2	2	2	5	3	5
175	5	1	3	3	1	5	3	5	5	3	1	1	5	4	4
176	5	4	4	2	3	3	3	5	5	1	2	1	5	3	5
177	5	3	3	3	3	5	3	3	5	3	3	3	5	3	3
178	5	3	3	3	3	5	3	3	5	3	3	3	5	3	3
179	5	3	3	3	3	5	3	3	5	3	3	3	5	3	3
180	5	1	3	3	1	3	3	5	5	3	2	2	5	3	5
181	5	3	3	4	1	3	3	5	5	3	1	1	5	3	3
182	4	2	4	1	3	4	1	4	4	1	1	0	5	5	4
183	5	3	3	3	3	5	3	3	5	3	3	3	5	3	3
184	4	0	3	4	4	5	2	5	2	2	3	0	2	2	5
185	5	5	1	3	4	1	1	4	4	3	0	1	5	1	4
186	4	4	2	2	3	4	3	4	4	2	3	3	4	2	4
187	4	2	4	4	2	5	1	5	4	3	1	1	4	4	5
188	5	3	3	3	3	5	3	3	5	3	3	3	5	3	3
189	5	3	3	3	3	5	3	3	5	3	3	3	5	3	3
190	5	3	3	3	3	5	3	5	5	3	3	3	5	3	3
191	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2
192	5	0	5	5	4	4	3	4	5	5	4	4	5	4	4
193	4	2	3	3	2	3	2	2	4	3	1	1	4	3	3
194	5	3	0	0	3	5	3	5	5	2	3	3	5	2	5
195	5	3	5	4	2	4	3	4	4	3	1	3	5	3	3
196	5	4	2	2	3	5	1	5	5	2	1	1	5	3	5
197	5	4	4	4	4	5	4	5	5	4	4	4	5	4	5
198	4	4	1	0	4	4	3	5	5	1	1	1	5	4	4
199	5	1	1	1	1	4	1	4	5	0	0	1	5	4	4
200	4	4	0	0	4	5	4	4	4	1	4	4	4	1	5
201	4	1	3	3	1	4	4	4	3	3	3	3	5	3	4
202	5	3	1	1	4	5	1	5	5	2	3	1	5	4	5
203	4	3	4	4	3	5	1	5	4	4	1	2	4	3	5
204	4	3	3	3	3	4	3	4	4	2	3	3	4	2	4
205	4	0	5	5	0	3	3	5	5	3	3	1	5	4	5
206	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
207	3	3	3	3	1	2	4	3	3	3	3	3	3	3	3
208	4	3	3	3	3	2	2	3	4	2	1	1	4	2	3
209	4	3	2	2	3	2	0	4	4	1	1	1	1	4	2
210	4	2	3	3	2	2	2	2	4	3	2	2	4	3	2
211	3	0	5	2	2	1	2	2	3	3	1	0	4	3	3
212	5	1	4	5	1	5	0	5	5	5	1	0	5	5	5
213	4	3	0	0	3	4	4	4	4	0	5	4	4	0	4
214	4	1	4	4	1	1	4	2	4	4	1	1	4	4	2
215	1	2	3	2	2	4	2	4	4	2	2	2	4	2	4
216	4	4	2	2	3	3	3	2	3	2	3	3	4	2	3
217	5	3	3	3	2	3	2	3	5	3	1	1	4	3	3
218	1	4	0	1	2	3	1	1	2	2	2	2	2	2	3
219	4	2	3	3	2	2	2	2	4	3	1	1	4	3	2
220	4	2	1	1	2	0	0	1	2	0	0	0	3	3	2
221	4	3	2	2	3	3	3	3	4	2	3	3	4	2	3
222	5	3	0	0	3	5	3	5	5	3	3	3	5	2	5
223	5	0	5	5	0	5	0	5	5	3	2	2	5	5	5
224	4	2	3	3	2	3	1	4	4	3	1	1	4	3	4
225	4	2	2	2	3	4	2	4	4	2	1	1	4	3	4
226	4	4	3	0	5	2	2	4	3	1	3	1	1	1	4
227	5	3	3	3	0	5	4	4	4	1	4	1	3	5	1
228	2	3	2	2	3	4	3	4	3	1	2	3	3	2	4
229	3	4	2	0	3	3	2	3	3	0	2	0	3	1	2
230	4	3	4	2	3	5	0	5	4	4	0	0	4	2	5
231	5	1	4	4	1	2	0	4	4	4	0	0	4	4	4
232	5	5	3	3	5	5	0	3	5	3	0	0	5	0	5
233	5	0	3	3	0	5	2	5	5	3	0	0	5	5	5
234	4	2	3	3	2	2	1	1	4	3	2	1	4	4	2
235	4	3	2	2	2	2	2	2	4	2	2	1	4	3	2
236	5	3	0	0	3	5	3	5	5	0	3	3	5	2	5
237	5	3	0	2	3	5	3	5	5	2	2	3	5	2	5
238	5	0	1	0	1	4	3	4	5	1	3	3	5	5	5
239	5	3	0	0	3	5	3	5	5	0	3	3	5	0	5
240	0	2	2	3	1	3	3	3	2	2	3	3	5	3	4
241	1	2	2	2	2	3	2	2	4	2	2	1	4	3	3
242	5	3	2	3	2	5	2	5	5	3	3	2	5	3	5
243	4	4	1	0	4	4	1	5	5	2	1	1	5	1	5
244	5	3	2	2	4	5	4	5	5	2	4	4	5	2	5
245	4	1	4	3	2	2	2	2	4	3	1	1	4	4	3
246	5	3	2	2	3	5	3	5	5	2	3	3	5	3	5
247	4	1	3	3	2	3	2	2	4	4	1	1	4	4	3
248	4	3	1	1	3	3	0	1	5	1	3	3	4	2	3
249	4	4	1	2	3	3	2	3	4	2	2	2	4	3	2
250	5	0	5	3	1	4	1	4	4	3	1	1	5	4	4
251	3	2	3	3	1	5	3	2	3	2	3	4	5	5	3
252	4	3	3	4	3	3	1	3	3	2	2	2	4	3	3
253	4	3	2	3	2	3	2	3	4	2	2	2	4	3	3
254	4	3	2	4	2	3	1	3	3	2	2	2	4	3	3
255	4	2	2	1	3	3	2	3	3	2	2	2	4	4	4
256	4	2	2	2	3	3	1	4	4	1	1	1	4	2	4
257	0	0	2	5	3	3	4	4	1	5	4	2	5	2	5
258	3	3	2	4	2	3	0	5	2	1	1	0	4	3	5
259	4	3	3	1	3	3	2	3	3	2	2	2	4	2	3
260	4	4	4	2	2	2	4	5	2	4	5	1	4	4	4
261	4	1	3	1	2	3	2	3	3	2	2	2	4	4	4
262	5	2	2	2	3	5	3	5	5	2	3	3	5	2	5
263	3	2	2	5	5	5	3	5	3	0	1	1	4	1	4
264	1	3	2	2	3	2	2	2	3	1	1	1	4	4	4
265	3	1	4	4	2	5	0	3	3	2	1	2	4	5	4
266	4	3	2	0	2	4	4	2	2	1	1	1	4	4	4
267	3	3	5	5	3	5	3	5	3	5	3	3	3	2	5
268	4	4	2	2	3	4	4	3	5	4	3	4	4	2	3
269	5	2	3	2	2	3	0	3	5	5	0	0	5	5	5
270	5	3	3	1	3	5	3	4	4	2	1	1	4	5	5
271	4	5	2	1	2	4	4	5	2	4	5	2	4	4	4
272	3	3	5	5	3	5	3	5	3	5	3	3	3	2	5
273	4	3	4	0	2	5	4	3	5	4	4	3	3	3	4
274	1	1	3	4	5	3	5	4	1	4	2	4	5	5	4
275	5	4	2	2	3	5	3	5	5	2	3	3	5	2	4
276	5	4	3	4	5	4	1	5	4	4	5	2	4	5	4
277	3	4	3	3	0	3	3	5	4	4	0	1	4	4	4
278	3	2	3	3	2	3	3	3	3	3	3	3	3	3	3
279	3	3	5	5	3	5	3	5	3	5	3	3	3	2	5
280	2	3	3	2	2	4	4	5	2	2	3	4	0	3	3
281	2	1	4	3	2	5	3	4	3	3	1	1	3	4	3
282	3	5	4	4	4	3	4	5	4	4	1	0	4	2	3
283	3	3	5	5	3	5	3	5	3	5	3	3	3	2	5
284	3	2	2	2	2	3	2	3	3	2	2	2	3	3	3
285	5	4	0	0	3	5	3	5	5	2	2	2	5	2	5
286	5	3	2	2	2	3	3	2	3	2	2	2	3	2	3
287	3	2	3	3	2	3	2	3	3	3	2	2	3	3	3
288	5	0	3	3	2	4	1	4	4	4	1	1	5	4	4
289	5	2	3	3	2	5	2	5	5	3	2	2	5	3	5
290	3	2	2	2	2	3	2	3	3	2	2	2	3	3	3
291	4	2	5	4	5	2	0	4	4	4	3	4	4	5	2
292	3	2	3	3	2	3	2	3	3	3	2	2	3	3	3
293	4	0	5	4	0	1	0	2	3	4	0	1	3	5	1
294	3	1	5	3	1	5	4	4	2	4	2	4	4	3	3
295	3	3	5	5	3	5	3	5	3	5	3	3	3	2	5
296	5	0	3	3	2	5	2	3	5	3	2	2	5	4	5
297	5	3	3	3	2	5	2	5	5	3	2	2	5	3	5
298	0	1	2	2	3	2	4	5	3	4	3	4	4	3	5
299	3	2	3	3	2	3	3	3	3	3	2	2	3	3	3
300	2	3	4	2	3	4	2	3	4	2	3	4	2	3	4
301	3	3	2	2	3	3	3	3	3	2	3	3	3	2	3
302	4	3	3	3	3	2	1	3	3	3	1	1	3	2	3
303	4	2	3	3	2	5	1	5	4	1	1	1	4	5	5
304	3	2	3	3	2	3	2	3	3	3	2	2	3	3	3
305	3	2	3	3	2	3	3	3	3	3	3	3	3	3	3
306	3	2	3	3	2	3	2	3	3	3	2	2	3	3	3
307	2	3	0	0	3	5	2	5	5	0	0	2	5	2	5
308	5	3	5	3	3	5	2	5	5	3	3	3	5	3	5
309	3	2	3	3	2	3	2	3	3	3	2	2	3	3	3
310	3	3	3	3	3	3	2	3	3	4	2	2	4	3	3
311	3	2	3	3	2	3	2	3	3	3	2	2	3	3	3
312	4	2	3	3	2	4	2	3	3	3	2	2	3	3	3
313	4	2	2	2	2	4	2	4	4	2	2	2	4	4	4
314	1	3	3	3	1	3	3	1	3	3	3	5	1	5	3
315	4	2	2	2	2	4	2	4	4	2	2	2	4	4	4
316	4	3	2	3	2	5	3	4	3	3	3	2	3	2	4
317	5	3	0	0	4	5	3	5	5	0	2	2	5	4	5
318	5	3	3	3	2	3	2	3	5	3	4	5	3	3	5
319	4	3	3	3	3	3	2	3	4	3	2	2	4	2	3
320	5	5	5	0	0	0	5	5	5	0	0	0	5	5	5
321	3	2	3	3	2	3	2	3	3	3	2	2	3	3	3
322	3	2	2	2	2	4	1	2	3	2	1	1	3	3	3
323	5	1	5	5	0	5	1	4	5	4	1	1	5	5	4
324	4	0	3	4	4	5	2	5	2	2	3	0	2	2	5
325	4	3	3	3	3	3	2	3	4	3	2	2	4	2	3
326	0	3	2	3	2	1	1	1	1	2	2	3	2	2	2
327	5	5	5	0	0	0	5	5	5	0	0	0	5	5	5
328	5	0	5	5	0	5	0	5	5	5	0	0	5	5	5
329	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
330	3	2	3	3	2	3	2	3	3	3	2	2	3	3	3
331	3	2	2	2	2	4	1	2	3	2	1	1	3	3	3
332	4	3	3	3	3	3	2	3	4	3	2	2	4	2	3
333	5	4	1	1	4	3	3	1	5	1	3	3	5	1	3
334	5	3	3	3	3	5	2	3	5	3	0	0	5	4	5
335	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
336	5	1	5	5	0	5	0	5	5	5	0	0	5	4	3
337	4	1	4	4	1	4	1	4	4	4	1	1	4	4	4
338	5	5	5	0	0	0	5	5	5	0	0	0	5	5	5
339	4	2	4	4	2	4	2	4	4	4	2	2	4	4	4
340	4	2	0	0	1	5	3	5	4	0	3	1	4	4	5
341	5	0	5	5	0	5	0	5	5	5	0	0	5	5	5
342	4	3	3	3	3	3	2	3	4	3	2	2	4	3	3
343	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
344	3	2	3	3	2	3	2	3	3	3	2	2	3	3	3
345	2	5	3	5	3	2	2	3	0	0	5	2	2	3	2
346	5	2	0	0	2	5	2	5	5	0	2	2	5	3	5
347	3	2	3	3	2	3	2	3	3	3	2	2	3	3	3
348	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
349	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
350	5	1	5	3	1	5	1	5	5	5	0	1	5	4	5
351	5	0	5	5	0	5	0	5	5	5	0	0	5	5	5
352	4	3	3	3	3	3	2	3	4	3	2	2	4	2	3
353	3	4	1	3	3	3	5	0	3	3	5	5	3	2	2
354	5	3	3	3	3	5	2	3	5	3	0	0	5	4	5
355	4	0	3	4	4	5	2	5	2	2	3	0	2	2	5
356	5	4	1	1	4	3	3	1	5	1	3	3	5	1	3
357	3	3	3	3	3	3	3	3	1	3	5	3	3	3	3
358	2	3	5	3	2	3	1	3	3	5	4	4	0	3	3
359	2	2	2	2	2	4	2	4	4	2	2	2	4	4	4
360	4	1	4	4	1	4	1	4	4	4	1	1	4	4	4
361	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
362	5	5	5	0	0	0	5	5	5	0	0	0	5	5	5
363	4	2	2	3	3	1	2	0	0	1	3	3	2	0	2
364	4	3	3	3	3	3	2	3	4	3	2	2	4	2	3
365	3	2	2	2	2	4	1	2	3	2	1	1	3	3	3
366	3	2	3	3	2	3	2	3	3	3	2	2	3	3	3
367	5	0	5	5	0	5	0	5	5	5	4	4	5	5	5
368	5	0	5	5	0	5	0	5	5	5	0	0	5	5	5
369	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
370	5	5	5	0	0	0	5	5	5	0	0	0	5	5	5
371	3	3	2	3	3	3	3	3	1	3	3	3	3	3	3
372	4	2	2	3	3	3	1	4	4	3	1	2	3	2	4
373	5	1	5	5	1	5	1	5	5	3	0	0	5	3	4
374	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
375	3	2	3	3	2	3	2	3	3	3	2	2	3	3	2
376	5	5	2	4	0	4	4	4	2	5	4	0	5	3	3
377	2	3	2	2	0	2	3	2	1	3	3	3	2	3	2
378	4	2	0	0	1	5	3	5	4	0	3	1	4	4	5
379	5	5	5	0	0	0	5	5	5	0	0	0	5	5	5
380	4	2	2	3	3	3	1	4	4	3	1	2	3	2	4
381	5	0	3	3	0	3	0	3	5	3	0	0	5	5	3
382	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
383	1	5	5	4	4	1	4	1	4	5	4	1	4	2	1
384	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
385	5	0	5	5	0	5	0	5	5	5	0	0	5	5	5
386	5	4	1	1	4	3	3	1	5	1	3	3	5	1	3
387	2	3	3	2	3	3	1	2	3	2	1	1	4	0	4
388	4	1	4	4	1	4	1	4	4	4	1	1	4	4	4
389	3	5	1	5	3	3	3	3	3	3	5	5	5	5	1
390	4	2	0	0	1	5	3	5	4	0	3	1	4	4	5
391	5	4	0	1	3	5	5	4	4	0	3	1	4	1	5
392	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
393	3	2	3	3	2	3	2	3	3	3	2	2	3	3	3
394	3	5	2	2	5	3	3	0	3	2	3	3	3	0	3
395	4	2	2	3	3	3	1	4	4	3	1	2	3	2	4
396	4	2	3	4	4	2	4	0	3	5	3	3	2	4	0
397	3	3	5	5	3	5	3	5	3	5	3	3	3	2	5
398	5	0	5	5	0	5	0	5	5	5	0	0	5	5	5
399	4	3	3	0	2	2	4	5	1	2	4	2	2	3	0
400	5	0	5	5	0	5	0	5	5	5	4	0	5	5	5
401	5	5	5	0	0	0	5	5	5	0	0	0	5	5	5
402	5	0	5	5	0	5	0	5	5	5	0	0	5	5	5
403	2	3	2	2	2	2	3	2	2	2	4	4	2	2	3
404	4	2	0	0	1	5	3	5	4	0	3	1	4	4	5
405	4	2	2	2	2	4	2	2	4	2	2	2	4	4	4
406	5	0	3	3	0	3	0	3	5	3	0	0	5	5	3
407	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
408	3	3	3	3	2	3	2	3	3	3	2	2	2	3	3
409	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
410	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
411	4	2	2	3	3	3	1	4	4	3	1	2	3	2	4
412	5	4	0	5	5	3	5	3	3	4	4	2	4	2	2
413	3	3	3	3	5	5	1	5	3	5	3	1	5	5	3
414	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
415	5	4	1	1	4	3	3	1	5	1	3	3	5	1	3
416	5	1	5	5	1	5	2	5	4	4	1	0	5	3	4
417	4	0	4	4	0	2	1	4	4	4	1	1	4	4	4
418	2	2	0	5	1	0	5	1	3	5	5	3	5	4	5
419	3	2	3	3	2	3	2	3	3	3	2	2	3	3	3
420	5	0	5	5	0	5	0	5	5	5	0	0	5	5	5
421	4	2	2	3	3	3	1	4	4	3	1	2	3	2	4
422	4	2	0	0	1	5	3	5	4	0	3	1	4	4	5
423	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
424	4	1	4	4	1	4	1	4	4	4	1	1	4	4	4
425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
426	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0
427	2	3	3	3	3	4	3	3	2	3	3	3	2	2	4
428	1	2	2	2	3	2	3	3	2	2	3	3	2	3	2
429	3	2	2	2	2	4	1	2	3	2	1	1	3	3	3
430	4	0	3	4	4	5	2	5	2	2	3	0	2	2	5
431	2	3	3	3	3	4	3	3	2	3	3	3	2	2	4
432	3	2	3	3	2	3	2	2	3	3	2	2	3	3	3
